firstName,lastName,email,phone,zipCode,address,apt,city,state,dob,timezone,latitude,longitude
Salvatore,Miller,smiller27@protonmail.com,2128683496,10460,4428 Cedar Ln,Apt 939,Bronx,NY,08/10/1984,America/New_York,40.845025,-73.879336
Donna,Russo,donnaruss@outlook.com,6076554583,10309,7618 Madison Ave,,Staten Island,NY,01/12/1968,America/New_York,40.521781,-74.214156
Vincent,Brown,vincentb92@hotmail.com,6074086406,11208,3419 Washington Ave,,Brooklyn,NY,11/21/1992,America/New_York,40.67025,-73.868044
Joseph,Esposito,jesposito27@yahoo.com,3159445255,12204,9993 Martin St,,Albany,NY,09/13/2000,America/New_York,42.666606,-73.85952
Christine,Davis,christinedavis78@gmail.com,5856568460,10016,7918 Third St,,New York,NY,05/21/1987,America/New_York,40.743088,-73.974914
Salvatore,Jones,salvatorejon18@gmail.com,5852631704,14205,3709 Adams St,,Buffalo,NY,04/08/1964,America/New_York,42.898709,-78.838326
Jennifer,Marino,jenniferm61@protonmail.com,9176601099,12208,9100 Fourth St,Apt 720,Albany,NY,01/06/1961,America/New_York,42.700051,-73.84721
Lisa,Jones,lisa838@protonmail.com,6076795035,10010,6053 Main St,,New York,NY,02/13/1983,America/New_York,40.735093,-73.987089
Jennifer,Jones,jennifer.jones@gmail.com,6462452336,10019,4344 Moore Ave,Apt 13,New York,NY,06/26/2000,America/New_York,40.764404,-73.987729
Jennifer,Miller,jennifer.miller81@protonmail.com,5185228441,10456,4487 Fifth St,Apt 837,Bronx,NY,10/11/1981,America/New_York,40.827651,-73.915172
Jennifer,Davis,jennifer.davis20@protonmail.com,6462011346,10304,6222 Cedar Ln,,Staten Island,NY,02/15/1976,America/New_York,40.60568,-74.083181
Michael,Romano,michaelr86@hotmail.com,5855687646,14609,8231 Anderson St,Apt 920,Rochester,NY,01/07/1986,America/New_York,43.208403,-77.529712
Joseph,Brown,joseph_brown26@hotmail.com,8453103357,10002,2155 Thomas Rd,,New York,NY,12/12/1999,America/New_York,40.719432,-73.984173
Christine,Johnson,christine.johnson59@outlook.com,6313383192,10302,2810 Thomas Rd,,Staten Island,NY,03/16/1959,America/New_York,40.631635,-74.136968
Nicholas,Johnson,nicholas_johnson21@outlook.com,6465137237,14603,1207 Miller St,Apt 813,Rochester,NY,02/13/1972,America/New_York,43.179786,-77.589255
Salvatore,Brown,s.brown@gmail.com,9144373483,11358,9146 Lincoln Rd,,Queens,NY,12/03/1963,America/New_York,40.762402,-73.799217
Salvatore,Miller,salvatorem92@protonmail.com,9294018703,10310,7486 Jackson St,Apt 642,Staten Island,NY,10/05/1992,America/New_York,40.629353,-74.115875
Salvatore,Miller,salvatoremiller39@gmail.com,7162209644,13203,1646 Oak Ave,,Syracuse,NY,04/12/1959,America/New_York,43.059703,-76.123935
John,Davis,j.davis@protonmail.com,3474418013,11354,5455 Jones St,,Queens,NY,10/23/1960,America/New_York,40.771699,-73.833505
Angela,Smith,angela_smith@yahoo.com,3473158436,11207,3812 Thomas Rd,Apt 575,Brooklyn,NY,05/19/2006,America/New_York,40.669224,-73.890968
Catherine,Brown,catherinebro22@hotmail.com,3472811987,10007,6579 Jackson St,,New York,NY,06/26/1998,America/New_York,40.711247,-74.009094
Michael,Williams,michael_williams@yahoo.com,6073072887,10453,1335 Fifth St,,Bronx,NY,03/26/1989,America/New_York,40.849451,-73.912669
Michael,Greco,michael.greco7@gmail.com,3476688191,12204,4474 Fourth St,Apt 299,Albany,NY,01/07/2000,America/New_York,42.668738,-73.855224
Nicholas,Marino,n.marino@outlook.com,9172905672,10009,2558 Elm St,,New York,NY,09/11/1983,America/New_York,40.726704,-73.976822
Angela,Williams,angela.williams45@gmail.com,6469798474,11205,6447 Miller St,,Brooklyn,NY,03/19/1945,America/New_York,40.692732,-73.966736
Nicholas,Johnson,nicholas.johnson79@outlook.com,6467455685,14201,1977 Williams Ave,,Buffalo,NY,05/18/1983,America/New_York,42.886355,-78.877553
Catherine,Miller,catherinemill@gmail.com,7186109724,14205,5282 Washington Ave,,Buffalo,NY,04/04/1957,America/New_York,42.899825,-78.836931
Christine,Esposito,christine.esposito70@yahoo.com,7182064353,10301,205 Jones St,,Staten Island,NY,10/02/1970,America/New_York,40.634479,-74.081566
Maria,Davis,maria.davis@yahoo.com,7163479466,14210,7559 Wilson Rd,Apt 711,Buffalo,NY,03/10/2007,America/New_York,42.829848,-78.777295
Jennifer,Russo,jrusso73@protonmail.com,6075987835,10306,8309 Jackson St,,Staten Island,NY,01/22/1989,America/New_York,40.565661,-74.13496
Angela,Smith,angela640@yahoo.com,9348068865,14209,6135 Jackson St,,Buffalo,NY,02/09/2001,America/New_York,42.917328,-78.786437
John,Romano,johnroma@hotmail.com,6314879468,14205,6520 Jackson St,,Buffalo,NY,10/24/2006,America/New_York,42.891549,-78.839268
Michael,Greco,michael_greco95@hotmail.com,9177778236,10007,1456 Fourth St,,New York,NY,12/10/2006,America/New_York,40.710968,-74.002617
Michelle,Jones,michelle_jones@hotmail.com,9149127048,13205,176 Maple Ave,,Syracuse,NY,07/21/1949,America/New_York,43.072915,-76.111769
John,Russo,john.russo@yahoo.com,8453642470,10451,9947 Johnson Rd,,Bronx,NY,11/24/1952,America/New_York,40.820636,-73.921833
Joseph,Williams,jwilliams98@gmail.com,8454361298,11201,5071 Johnson Rd,,Brooklyn,NY,06/25/2000,America/New_York,40.692501,-73.994937
Joseph,Marino,josephmarino35@gmail.com,5188579311,10302,7116 Madison Ave,,Staten Island,NY,12/02/1993,America/New_York,40.626979,-74.137346
Joseph,Smith,josephsmit@gmail.com,7186269472,14208,7265 Madison Ave,,Buffalo,NY,02/23/1955,America/New_York,42.832347,-78.802964
Michelle,Wilson,michelle.wilson88@yahoo.com,3154188295,10457,6263 Maple Ave,Apt 100,Bronx,NY,11/23/1956,America/New_York,40.848197,-73.900014
Michelle,Marino,m.marino@yahoo.com,6462298140,10458,6785 Martin St,,Bronx,NY,08/11/1949,America/New_York,40.861643,-73.892618
Donna,Jones,donnajones29@protonmail.com,7184372419,11209,298 Davis Ave,,Brooklyn,NY,03/17/1983,America/New_York,40.620951,-74.029068
Lisa,Russo,lisa_russo@gmail.com,3475999912,10308,2012 Park Rd,,Staten Island,NY,07/23/1957,America/New_York,40.556095,-74.155769
Michael,Smith,michaelsmith56@gmail.com,3155546063,14208,3165 Oak Ave,,Buffalo,NY,09/19/1970,America/New_York,42.840059,-78.795338
Michael,Miller,michaelmiller12@yahoo.com,6314623247,10453,1968 Main St,Apt 267,Bronx,NY,02/21/1999,America/New_York,40.847921,-73.910597
Jennifer,Wilson,jenniferwilson76@gmail.com,3154152352,14603,711 Second St,,Rochester,NY,10/10/1964,America/New_York,43.179195,-77.592883
Lisa,Marino,lisamari@outlook.com,3159396871,10014,5333 Cedar Ln,Apt 763,New York,NY,01/22/1996,America/New_York,40.731024,-74.002401
John,Miller,j.miller@gmail.com,7167831599,10452,9771 Madison Ave,,Bronx,NY,08/09/2005,America/New_York,40.837767,-73.922899
Nicholas,Williams,nicholaswil15@yahoo.com,9143767358,10306,6705 Miller St,,Staten Island,NY,01/07/1994,America/New_York,40.564885,-74.135497
Lisa,Greco,lisa.greco95@hotmail.com,5186117851,13205,9795 Madison Ave,,Syracuse,NY,02/16/1995,America/New_York,43.067791,-76.10328
Donna,Jones,donna_jones@outlook.com,5854504992,13209,6151 Jones St,,Syracuse,NY,11/02/1958,America/New_York,43.092291,-76.068356
Nicholas,Romano,nicholas.romano5@hotmail.com,6078484044,11207,517 Second St,,Brooklyn,NY,09/03/1996,America/New_York,40.670802,-73.894075
Donna,Marino,donna_marino48@yahoo.com,5189424886,11206,2621 Wilson Rd,,Brooklyn,NY,01/06/1947,America/New_York,40.697208,-73.946111
Salvatore,Williams,salvatore_williams90@gmail.com,5182924563,14209,3671 Third St,,Buffalo,NY,11/16/1966,America/New_York,42.912196,-78.788809
Angela,Russo,angelarus28@protonmail.com,9179245406,11101,8836 First St,,Queens,NY,10/14/1990,America/New_York,40.751294,-73.936454
Donna,Marino,donna.marino4@hotmail.com,9145354497,10003,6384 Lincoln Rd,Apt 814,New York,NY,07/26/1967,America/New_York,40.727628,-73.993819
Angela,Russo,angela940@outlook.com,5856857764,11207,7421 Jackson St,,Brooklyn,NY,03/16/1947,America/New_York,40.671384,-73.898487
Vincent,Jones,vincent.jones@protonmail.com,3473357240,10006,1923 Cedar Ln,Apt 138,New York,NY,06/18/1997,America/New_York,40.709957,-74.016995
Anthony,Ricci,anthony_ricci@yahoo.com,7162358697,14205,9766 Martin St,Apt 267,Buffalo,NY,02/01/1962,America/New_York,42.901337,-78.840751
Salvatore,Williams,salvatorewil94@gmail.com,9344999611,10012,7920 Fifth St,,New York,NY,09/24/1946,America/New_York,40.720695,-74.000224
John,Jones,john.jones6@protonmail.com,7186291206,14205,2213 Brown St,,Buffalo,NY,07/05/1971,America/New_York,42.895171,-78.834809
Donna,Williams,donnawill@protonmail.com,6464594786,12209,3009 Williams Ave,,Albany,NY,09/12/1994,America/New_York,42.631516,-73.862253
Nicholas,Jones,nicholasjon51@hotmail.com,2126934765,11355,2967 Brown St,,Queens,NY,09/23/1986,America/New_York,40.745372,-73.817512
Michelle,Miller,m.miller@outlook.com,5852147581,12201,3860 Main St,,Albany,NY,09/21/1996,America/New_York,42.688998,-73.832194
Lisa,Greco,lisag94@yahoo.com,6312142707,13204,8004 Oak Ave,,Syracuse,NY,08/09/1994,America/New_York,43.031189,-76.119097
Vincent,Esposito,vincent.esposito1@protonmail.com,9174576098,10459,4845 Anderson St,,Bronx,NY,09/01/1962,America/New_York,40.827023,-73.890529
Catherine,Miller,catherine.miller43@gmail.com,2124826900,10004,2518 Lincoln Rd,Apt 518,New York,NY,08/07/1971,America/New_York,40.694077,-74.016046
Frank,Romano,frank635@outlook.com,9174109461,14210,5499 Lincoln Rd,,Buffalo,NY,07/13/1946,America/New_York,42.830742,-78.77907
Joseph,Jones,josephj47@yahoo.com,7168754542,10006,8127 Anderson St,Apt 804,New York,NY,12/26/1947,America/New_York,40.707246,-74.011068
Angela,Russo,angelarus32@outlook.com,5184192000,10017,2331 Smith Rd,,New York,NY,12/21/2004,America/New_York,40.753746,-73.974267
Frank,Ferrari,fferrari45@outlook.com,5187629567,11202,5370 Thomas Rd,,Brooklyn,NY,05/10/1981,America/New_York,40.703403,-73.997124
Vincent,Williams,vwilliams88@protonmail.com,7188543284,10003,6229 Franklin Ave,Apt 87,New York,NY,01/24/1960,America/New_York,40.730107,-73.984611
Joseph,Jones,josephjon30@yahoo.com,9295062857,14604,9919 Miller St,,Rochester,NY,01/07/1979,America/New_York,43.146319,-77.582147
Lisa,Johnson,lisaj76@protonmail.com,2125326273,12207,2050 Maple Ave,,Albany,NY,03/08/1976,America/New_York,42.662553,-73.789826
Angela,Williams,angela596@hotmail.com,7184078815,10305,4810 Pine St,,Staten Island,NY,12/01/1952,America/New_York,40.601688,-74.074891
Donna,Conti,d.conti@protonmail.com,6073236297,13206,2370 Thomas Rd,,Syracuse,NY,08/02/1969,America/New_York,43.020164,-76.101863
Salvatore,Russo,salvatoreruss@gmail.com,3475769339,12205,7372 Jefferson St,,Albany,NY,09/08/2007,America/New_York,42.714097,-73.814204
Jennifer,Ricci,jenniferricc@yahoo.com,2127184669,12202,92 Martin St,,Albany,NY,04/14/1993,America/New_York,42.683633,-73.841429
Maria,Williams,mariawill@gmail.com,5162322665,10452,1531 Jefferson St,,Bronx,NY,12/17/1973,America/New_York,40.838052,-73.920601
Angela,Ferrari,angela721@yahoo.com,5165119886,10309,496 Taylor Ave,,Staten Island,NY,01/21/1949,America/New_York,40.518743,-74.207885
Angela,Russo,angela.russo3@gmail.com,5164308686,14608,4194 Washington Ave,,Rochester,NY,01/25/1953,America/New_York,43.12317,-77.537171
Lisa,Johnson,lisajohnson52@outlook.com,9298789624,10451,734 Smith Rd,,Bronx,NY,02/21/1995,America/New_York,40.819875,-73.923665
Christine,Johnson,christinejohnson27@gmail.com,6077148735,11209,9047 Madison Ave,,Brooklyn,NY,01/13/1989,America/New_York,40.61875,-74.024906
Frank,Ferrari,frankf45@hotmail.com,2123935337,10301,3368 Martin St,,Staten Island,NY,11/27/1945,America/New_York,40.630664,-74.087232
Salvatore,Esposito,salvatore.esposito88@outlook.com,6314838818,14610,3992 Cedar Ln,,Rochester,NY,04/20/2004,America/New_York,43.112177,-77.514899
Nicholas,Johnson,nicholas.johnson@outlook.com,9179743264,10455,8884 Davis Ave,Apt 438,Bronx,NY,05/20/2002,America/New_York,40.81037,-73.906452
Christine,Marino,christine.marino@yahoo.com,9299066962,11356,9262 Pine St,Apt 514,Queens,NY,09/15/1975,America/New_York,40.788982,-73.849428
Frank,Jones,frankjones56@protonmail.com,5182383052,12207,9567 Miller St,,Albany,NY,02/21/1968,America/New_York,42.659317,-73.784972
Nicholas,Romano,nicholasromano46@yahoo.com,5169196149,13204,9641 Franklin Ave,,Syracuse,NY,12/05/1996,America/New_York,43.0285,-76.115203
Michelle,Conti,michelleconti20@yahoo.com,5167283264,12208,891 Thomas Rd,,Albany,NY,10/09/1996,America/New_York,42.702819,-73.850934
Angela,Russo,angela.russo11@outlook.com,7187603558,13207,2491 Maple Ave,,Syracuse,NY,07/11/1952,America/New_York,43.082176,-76.085475
Frank,Miller,frank_miller@hotmail.com,7168106700,14209,6072 Williams Ave,,Buffalo,NY,02/13/1965,America/New_York,42.920907,-78.784559
Donna,Marino,donna410@yahoo.com,3158364894,11210,2097 Taylor Ave,,Brooklyn,NY,08/18/1997,America/New_York,40.624766,-73.95121
Jennifer,Miller,jennifer.miller5@hotmail.com,6462191910,14606,8288 Martin St,Apt 963,Rochester,NY,11/26/1979,America/New_York,43.135512,-77.561032
Michelle,Wilson,michellewilson99@yahoo.com,5166845803,10019,1474 Cedar Ln,,New York,NY,09/28/1963,America/New_York,40.76781,-73.981211
John,Jones,john.jones17@outlook.com,8458058596,11201,76 Taylor Ave,,Brooklyn,NY,10/21/1973,America/New_York,40.696857,-73.990339
Anthony,Miller,anthonymill@outlook.com,9177813412,11204,9491 Brown St,,Brooklyn,NY,02/21/1992,America/New_York,40.621979,-73.980823
Anthony,Smith,anthony.smith66@outlook.com,5858035121,10307,566 Miller St,,Staten Island,NY,08/21/1966,America/New_York,40.506201,-74.243268
Maria,Brown,maria.brown@gmail.com,9174566285,14205,5798 Elm St,,Buffalo,NY,11/02/1999,America/New_York,42.896613,-78.837012
Michael,Williams,michael.williams40@outlook.com,8456936532,11206,6397 Jefferson St,,Brooklyn,NY,01/12/1956,America/New_York,40.701506,-73.939165
Nicholas,Jones,nicholas.jones@yahoo.com,9296326773,11205,4577 Fourth St,Apt 356,Brooklyn,NY,12/04/1954,America/New_York,40.691877,-73.96162
John,Ferrari,johnf48@gmail.com,6319653043,14209,5227 Thomas Rd,,Buffalo,NY,07/15/1948,America/New_York,42.91449,-78.787947
Christine,Ricci,christine.ricci45@yahoo.com,6469097491,12206,6981 Smith Rd,,Albany,NY,08/14/1945,America/New_York,42.637589,-73.809152
John,Miller,john.miller67@outlook.com,8457226049,12209,2950 Washington Ave,,Albany,NY,10/05/2006,America/New_York,42.630243,-73.870692
Catherine,Smith,catherinesmi75@protonmail.com,9347851631,11206,6340 Anderson St,,Brooklyn,NY,01/18/1968,America/New_York,40.704215,-73.944065
John,Marino,john_marino@protonmail.com,6315963583,11354,187 Johnson Rd,Apt 417,Queens,NY,06/20/2000,America/New_York,40.770954,-73.837735
Michelle,Russo,michelle576@outlook.com,5854493262,11204,4263 Jefferson St,,Brooklyn,NY,05/13/1985,America/New_York,40.614864,-73.983591
Frank,Ferrari,frankfer34@outlook.com,8459181056,14202,2739 Smith Rd,Apt 524,Buffalo,NY,03/21/1983,America/New_York,42.868723,-78.866738
Vincent,Davis,v.davis@yahoo.com,9149233032,14608,5068 Park Rd,,Rochester,NY,05/09/1955,America/New_York,43.125504,-77.538497
Anthony,Greco,anthony953@protonmail.com,3153074208,14203,790 Jackson St,,Buffalo,NY,06/23/1954,America/New_York,42.878677,-78.862156
Maria,Davis,maria852@hotmail.com,6079757851,10001,3041 Elm St,Apt 438,New York,NY,10/24/1998,America/New_York,40.747998,-73.991882
Nicholas,Davis,nicholas.davis17@outlook.com,9292858813,11358,891 Jefferson St,,Queens,NY,01/05/1963,America/New_York,40.756079,-73.797302
Lisa,Romano,lisaroma@hotmail.com,3158712674,10454,9772 Madison Ave,,Bronx,NY,04/08/1950,America/New_York,40.80107,-73.915252
Christine,Williams,christine.williams97@outlook.com,3479793612,10310,1909 Washington Ave,,Staten Island,NY,07/01/1997,America/New_York,40.626637,-74.114003
Salvatore,Smith,salvatoresmi69@outlook.com,2128267173,10002,3863 Jones St,,New York,NY,08/09/1945,America/New_York,40.71155,-73.983721
Frank,Wilson,frank.wilson@gmail.com,5859103695,14602,4329 First St,,Rochester,NY,12/15/1998,America/New_York,43.16328,-77.600766
John,Williams,johnw92@yahoo.com,5855247626,14203,3921 Johnson Rd,Apt 837,Buffalo,NY,11/21/1992,America/New_York,42.876617,-78.860884
Michael,Esposito,michaelespo@hotmail.com,6465571071,11356,7907 Third St,,Queens,NY,04/08/1972,America/New_York,40.785905,-73.845982
Michelle,Conti,michelle.conti@outlook.com,9343904833,11207,5882 Madison Ave,,Brooklyn,NY,07/23/1970,America/New_York,40.671905,-73.89438
Nicholas,Brown,nicholasbrown106@protonmail.com,9145574220,13206,4769 Brown St,,Syracuse,NY,06/11/1974,America/New_York,43.015861,-76.094543
Christine,Esposito,christineespo@outlook.com,9144833129,10015,9968 Martin St,,New York,NY,08/25/2001,America/New_York,40.741604,-73.996647
Joseph,Davis,j.davis@outlook.com,3476144019,13203,4978 Second St,Apt 396,Syracuse,NY,08/25/1963,America/New_York,43.058699,-76.129972
Salvatore,Ricci,salvatoreric11@protonmail.com,9342763574,12207,2311 Maple Ave,,Albany,NY,08/12/1960,America/New_York,42.657507,-73.783227
Maria,Johnson,maria930@hotmail.com,7162752548,10001,954 Miller St,Apt 776,New York,NY,02/23/1975,America/New_York,40.754577,-73.996402
Lisa,Conti,lisacont@outlook.com,2123977345,12206,4358 Elm St,,Albany,NY,01/05/2001,America/New_York,42.642469,-73.808903
Michael,Esposito,michael884@protonmail.com,9297976864,13203,2956 Cedar Ln,Apt 931,Syracuse,NY,06/26/2000,America/New_York,43.061999,-76.125978
Maria,Miller,mariamiller106@hotmail.com,6315354491,10002,3549 Fifth St,,New York,NY,06/01/1966,America/New_York,40.718985,-73.990821
Anthony,Williams,anthony479@gmail.com,8454595384,10453,5615 Martin St,,Bronx,NY,06/20/1949,America/New_York,40.851382,-73.914486
Jennifer,Esposito,j.esposito@hotmail.com,2128118029,11102,3829 Third St,,Queens,NY,07/23/1958,America/New_York,40.770213,-73.929463
Lisa,Davis,lisa_davis43@yahoo.com,5163369978,10456,449 Madison Ave,,Bronx,NY,01/11/1973,America/New_York,40.830853,-73.908374
John,Esposito,johne58@yahoo.com,6073123616,10011,2382 Adams St,Apt 733,New York,NY,03/08/1958,America/New_York,40.743321,-74.002286
Michael,Marino,michael.marino6@hotmail.com,9147431304,10308,3245 Lincoln Rd,,Staten Island,NY,01/22/1963,America/New_York,40.553372,-74.151862
Michelle,Miller,michellemill@outlook.com,3153656147,10302,7392 Taylor Ave,,Staten Island,NY,05/23/2006,America/New_York,40.631717,-74.130382
Salvatore,Greco,salvatore.greco8@yahoo.com,3158423833,10455,1860 Jefferson St,,Bronx,NY,10/27/1974,America/New_York,40.805777,-73.903684
Frank,Russo,frankr93@outlook.com,7166979579,10009,9946 Moore Ave,,New York,NY,05/27/1993,America/New_York,40.729521,-73.982466
Anthony,Smith,anthony_smith@outlook.com,2124233609,13208,1216 Lincoln Rd,,Syracuse,NY,01/10/1963,America/New_York,43.012911,-76.082074
Vincent,Ricci,vincent.ricci71@gmail.com,8455358044,11210,2810 Fifth St,,Brooklyn,NY,05/19/1993,America/New_York,40.626783,-73.947944
Angela,Brown,angela.brown9@outlook.com,5168271775,10310,7047 Fifth St,,Staten Island,NY,11/15/1989,America/New_York,40.630492,-74.111037
Angela,Miller,angelam47@protonmail.com,9178018757,10309,5578 Adams St,,Staten Island,NY,03/05/1947,America/New_York,40.523322,-74.208727
Donna,Esposito,donnaesposito90@outlook.com,8452543058,14609,7319 Moore Ave,,Rochester,NY,02/10/1994,America/New_York,43.201821,-77.527766
Vincent,Smith,vincent.smith6@outlook.com,9172245127,11207,3960 Madison Ave,,Brooklyn,NY,12/04/2007,America/New_York,40.675921,-73.897841
Nicholas,Marino,nmarino17@yahoo.com,6319786524,10306,6278 Thomas Rd,Apt 2,Staten Island,NY,07/24/2000,America/New_York,40.569787,-74.139161
Michael,Jones,michael730@gmail.com,3156499185,11207,2391 Cedar Ln,,Brooklyn,NY,04/01/1963,America/New_York,40.670352,-73.896194
Angela,Wilson,angela_wilson14@gmail.com,9345505755,10003,2315 Jones St,Apt 507,New York,NY,12/11/1950,America/New_York,40.728402,-73.992184
Maria,Marino,maria.marino@yahoo.com,5162238601,10452,7750 Fourth St,,Bronx,NY,03/02/1988,America/New_York,40.837142,-73.924092
Michelle,Smith,michellesmi80@protonmail.com,2127879434,10459,8721 Moore Ave,Apt 292,Bronx,NY,11/12/1996,America/New_York,40.828007,-73.889766
Michelle,Smith,michellesmi42@yahoo.com,5187192928,10020,3446 Wilson Rd,,New York,NY,07/25/1995,America/New_York,40.758487,-73.983187
Angela,Davis,angelad02@yahoo.com,8454855408,10452,3181 Oak Ave,,Bronx,NY,01/10/2002,America/New_York,40.844579,-73.929366
Jennifer,Davis,jennifer451@hotmail.com,9146097332,12206,5410 Davis Ave,,Albany,NY,08/12/1963,America/New_York,42.643781,-73.806833
Nicholas,Wilson,nicholas.wilson78@outlook.com,5163547381,10018,3999 Taylor Ave,,New York,NY,02/08/2001,America/New_York,40.756099,-73.996685
Anthony,Russo,arusso37@gmail.com,9177895608,12204,7220 Madison Ave,,Albany,NY,06/01/1992,America/New_York,42.673608,-73.856022
Vincent,Marino,vincent_marino43@hotmail.com,7184493146,14605,4533 Fifth St,,Rochester,NY,10/06/1972,America/New_York,43.188665,-77.570621
Nicholas,Greco,nicholasgre93@protonmail.com,5186098889,13206,2372 Maple Ave,,Syracuse,NY,03/22/1965,America/New_York,43.013442,-76.094246
Anthony,Davis,anthonydavis15@protonmail.com,8458127137,13203,9970 Brown St,Apt 807,Syracuse,NY,01/22/1951,America/New_York,43.053162,-76.129524
Vincent,Romano,vincent_romano@yahoo.com,9143708743,10458,4689 Adams St,Apt 64,Bronx,NY,10/08/1974,America/New_York,40.861325,-73.890024
John,Johnson,john1040@protonmail.com,5859119790,11103,1240 Park Rd,,Queens,NY,10/11/1982,America/New_York,40.764863,-73.913286
Nicholas,Greco,nicholas.greco@yahoo.com,5169036358,11101,6189 Davis Ave,,Queens,NY,08/09/1995,America/New_York,40.749554,-73.944711
Angela,Johnson,angelajohnson93@outlook.com,9298257149,10016,7028 Maple Ave,,New York,NY,04/16/1964,America/New_York,40.740481,-73.983086
Salvatore,Ricci,salvatore.ricci03@protonmail.com,5857531628,10452,61 Williams Ave,,Bronx,NY,05/15/2003,America/New_York,40.839469,-73.927023
Michelle,Johnson,michelle.johnson26@gmail.com,3159463923,14207,1560 Brown St,,Buffalo,NY,02/24/1962,America/New_York,42.909228,-78.810199
Christine,Romano,christinerom20@hotmail.com,9347224541,10460,2973 Jones St,Apt 508,Bronx,NY,06/20/1953,America/New_York,40.840905,-73.879137
Michael,Johnson,michael.johnson@outlook.com,5163254068,10458,4996 Anderson St,Apt 488,Bronx,NY,01/06/1973,America/New_York,40.862738,-73.888849
Lisa,Brown,lisa.brown@outlook.com,7168875905,13201,5641 Jefferson St,,Syracuse,NY,03/07/1949,America/New_York,43.049969,-76.149256
Maria,Johnson,maria_johnson6@outlook.com,6319782631,10013,2708 Davis Ave,,New York,NY,01/01/1982,America/New_York,40.724581,-74.001305
Michael,Ferrari,michaelf04@yahoo.com,6312822366,10007,2786 Fourth St,,New York,NY,08/12/2004,America/New_York,40.712261,-74.00376
Michelle,Jones,m.jones@hotmail.com,6464038304,11357,4318 Third St,,Queens,NY,06/27/1969,America/New_York,40.79142,-73.832196
Angela,Johnson,angelajohn@protonmail.com,3157923878,10019,1308 Smith Rd,,New York,NY,10/17/1956,America/New_York,40.770517,-73.984903
Angela,Ricci,angela.ricci00@gmail.com,3478915405,13206,9184 Fifth St,Apt 457,Syracuse,NY,07/12/2000,America/New_York,43.015694,-76.098281
Catherine,Davis,cdavis13@gmail.com,6076511346,10002,8553 Jones St,,New York,NY,07/28/1949,America/New_York,40.718075,-73.990843
Nicholas,Esposito,nicholasesp64@protonmail.com,7189274442,11103,8257 Thomas Rd,Apt 834,Queens,NY,03/13/1955,America/New_York,40.767356,-73.9115
Nicholas,Davis,nicholas_davis@protonmail.com,6315274884,13205,3451 Jefferson St,,Syracuse,NY,09/21/2007,America/New_York,43.06793,-76.106217
Salvatore,Ricci,salvatore_ricci@outlook.com,9148722189,10454,5715 Brown St,,Bronx,NY,01/15/1987,America/New_York,40.804278,-73.916702
Joseph,Wilson,j.wilson@outlook.com,6075184075,14605,1000 Taylor Ave,,Rochester,NY,11/27/1950,America/New_York,43.183415,-77.565804
Anthony,Romano,aromano36@gmail.com,3158195410,10457,6694 Oak Ave,Apt 744,Bronx,NY,06/21/2001,America/New_York,40.851143,-73.897091
Anthony,Ricci,anthonyricc@hotmail.com,6315012164,11206,2219 Elm St,,Brooklyn,NY,11/19/1961,America/New_York,40.704556,-73.937588
Vincent,Miller,v.miller@outlook.com,6468858162,14203,5726 Lincoln Rd,,Buffalo,NY,04/01/1949,America/New_York,42.875977,-78.855464
Lisa,Ferrari,lisafer77@outlook.com,7162873668,10308,3512 Thomas Rd,,Staten Island,NY,09/08/1950,America/New_York,40.557345,-74.152064
Maria,Ricci,mricci62@yahoo.com,6468206258,10458,2383 Cedar Ln,,Bronx,NY,09/22/1969,America/New_York,40.86304,-73.891682
Maria,Davis,maria.davis39@outlook.com,8455754268,10012,7765 Wilson Rd,,New York,NY,08/03/1969,America/New_York,40.722355,-73.996393
Angela,Romano,angela.romano@outlook.com,7185416186,10020,1670 Davis Ave,Apt 362,New York,NY,06/01/1954,America/New_York,40.761502,-73.983298
Michael,Conti,mconti29@hotmail.com,5186124309,13206,392 Elm St,,Syracuse,NY,06/03/1967,America/New_York,43.022568,-76.099368
Frank,Marino,frank_marino@yahoo.com,9142008423,14202,4967 Washington Ave,Apt 945,Buffalo,NY,01/12/1950,America/New_York,42.868428,-78.873077
Donna,Russo,donnarusso88@outlook.com,9172306394,10004,7437 Pine St,Apt 260,New York,NY,01/09/1959,America/New_York,40.68737,-74.021418
Michelle,Esposito,michelleespo@hotmail.com,5189506755,14208,1357 Cedar Ln,,Buffalo,NY,10/26/1982,America/New_York,42.838761,-78.8024
Salvatore,Jones,salvatore546@yahoo.com,7164528210,10001,9652 Jackson St,,New York,NY,08/22/1970,America/New_York,40.747293,-73.995186
Frank,Brown,frankbrow@gmail.com,2128427406,14610,3251 Johnson Rd,,Rochester,NY,04/07/1959,America/New_York,43.111984,-77.520306
Joseph,Davis,joseph_davis@hotmail.com,6468826599,12208,567 Moore Ave,,Albany,NY,01/12/1948,America/New_York,42.700222,-73.842593
Donna,Davis,donnadavis79@yahoo.com,7169572371,14202,3725 Second St,,Buffalo,NY,01/03/1957,America/New_York,42.868196,-78.863817
Vincent,Marino,vincent890@protonmail.com,5168528482,10006,1534 Maple Ave,Apt 596,New York,NY,04/08/1987,America/New_York,40.706939,-74.013502
Michael,Ricci,michael.ricci@hotmail.com,6313115824,10308,1755 Second St,,Staten Island,NY,05/22/1981,America/New_York,40.554428,-74.150102
